created_at;id_str;full_text;quote_count;reply_count;retweet_count;favorite_count;lang;user_id_str;conversation_id_str;username;tweet_url
Tue Oct 31 14:04:34 +0000 2023;1719354679988195383;"Rasa syukur dari masyarakat terkait terbantuk paslon Ganjar-Mahfud adalah sebuah tanda bahwa ada harapan &amp  keyakinan pada kedua tokoh ini u/ memimpin Indonesia ke arah yg lebih baik.   #ganjarpranowo #mahfudmd #ganjarmahfud #indonesiaunggul #presgan2024 #lanjutgan #tuankurakyat https://t.co/rhXOZ9OXEB";0;0;0;0;in;1683041046924759042;1719354679988195383;presgan2024;https://twitter.com/presgan2024/status/1719354679988195383
Tue Oct 31 13:47:12 +0000 2023;1719350308428718220;"#AniesCakImin #PrabowoGibran #GanjarMahfud https://t.co/YNCcTjXM9x";0;2;0;1;qme;3190005410;1719350308428718220;andrisetyoh;https://twitter.com/andrisetyoh/status/1719350308428718220
Tue Oct 31 13:46:22 +0000 2023;1719350101569880562;"Masyarakat Jawa Barat mendukung penuh Ganjar Mahfud menjadi presiden wakil presiden 2024  #GanjarMahfud #GanjarMahfud2024 #GanjarPranowo   Rp 6.300 Arab Saudi Jung Kook Gal Gadot Palestina Mesir Israel Halloween GDA di Jakarta https://t.co/IMAb4UKRxV";0;0;0;1;in;1653208956960129025;1719350101569880562;Inisiall67;https://twitter.com/Inisiall67/status/1719350101569880562
Tue Oct 31 13:45:31 +0000 2023;1719349886213325115;"Ganjar Mahfud usung program berbasis pembangunan SDM unggul  #GanjarMahfud #GanjarMahfud2024 #GanjarPranowo   Rp 6.300 Arab Saudi Jung Kook Gal Gadot Palestina Mesir Israel Halloween GDA di Jakarta https://t.co/jtTmPt4SQg";0;0;0;1;in;1653208956960129025;1719349886213325115;Inisiall67;https://twitter.com/Inisiall67/status/1719349886213325115
Tue Oct 31 13:45:14 +0000 2023;1719349815338000715;"Visi Misi Ganjar Mahfud mempercepat kedaulatan pangan demi kesejahteraan petani  #GanjarMahfud #GanjarMahfud2024 #GanjarPranowo   Rp 6.300 Arab Saudi Jung Kook Gal Gadot Palestina Mesir Israel Halloween GDA di Jakarta https://t.co/gbwdTuRdIJ";0;0;0;0;in;1653208956960129025;1719349815338000715;Inisiall67;https://twitter.com/Inisiall67/status/1719349815338000715
Tue Oct 31 13:44:53 +0000 2023;1719349727450599705;"Ganjar Mahfud serius hapus kemiskinan dengan 17 juta lapangan kerja baru tiap tahun  #GanjarMahfud #GanjarMahfud2024 #GanjarPranowo   Rp 6.300 Arab Saudi Jung Kook Gal Gadot Palestina Mesir Israel Halloween GDA di Jakarta https://t.co/08daL0kqPu";0;0;0;0;in;1653208956960129025;1719349727450599705;Inisiall67;https://twitter.com/Inisiall67/status/1719349727450599705
Tue Oct 31 13:44:13 +0000 2023;1719349559758057816;"Ganjar Mahfud akan hadirkan program satu sarjana dalam keluarga miskin  #GanjarMahfud  #GanjarMahfud2024  #GanjarPranowo   Rp 6.300 Arab Saudi Jung Kook Gal Gadot Palestina Mesir Israel Halloween GDA di Jakarta https://t.co/1Hq4RAfz9i";0;0;0;0;in;1653208956960129025;1719349559758057816;Inisiall67;https://twitter.com/Inisiall67/status/1719349559758057816
Tue Oct 31 13:30:54 +0000 2023;1719346206021918814;"PDIP dan Ganjar – Mahfud akan Gelar Doa Bersama untuk Keselamatan Bangsa di GJOS Gresik #pdip #GanjarMahfudSatset #GanjarMahfud2024 #GanjarMahfud #GanjarCapres2024 #GanjarMahfudBerani #GanjarDidukungUlama #GanjarPresidenku #MahfudMD @ganjarpranowo  https://t.co/0TF4aTKMjv";0;0;0;1;in;1641877454339076098;1719346206021918814;Kanalindonesia;https://twitter.com/Kanalindonesia/status/1719346206021918814
Tue Oct 31 13:26:52 +0000 2023;1719345191973499377;"Ganjar Mahfud dapat dukungan dari warga Jabar! Ganjar keun Jabar 😍 #GanjarPranowo #MahfudMD #GanjarMahfud #viral #fyp #populer https://t.co/Lj6N2sWkc5";0;1;0;2;in;1564496887377727488;1719345191973499377;adrianadya_;https://twitter.com/adrianadya_/status/1719345191973499377
Tue Oct 31 13:25:34 +0000 2023;1719344866872934692;"Rencana Program Ganjar Mahfud Akan Membangun Indonesia Mulai dari Lingkup Keluarga! 🇮🇩 #GanjarPranowo #MahfudMD #GanjarMahfud #viral #fyp #populer https://t.co/nB9rXgS5Ac";0;0;0;1;in;1564496887377727488;1719344866872934692;adrianadya_;https://twitter.com/adrianadya_/status/1719344866872934692
